lat,lon,address,locality,state,postcode,territory_count,territory1,territory2,territory3,territory4,territory5
-12.4633,130.8434,DARWIN CITY NT 0800,DARWIN CITY,NT,0800,1,Larrakia,NA,NA,NA,NA
-12.3798,130.8738,ALAWA NT 0810,ALAWA,NT,0810,1,Larrakia,NA,NA,NA,NA
-12.3656,130.8659,BRINKIN NT 0810,BRINKIN,NT,0810,1,Larrakia,NA,NA,NA,NA
-12.3742,130.8813,CASUARINA NT 0810,CASUARINA,NT,0810,1,Larrakia,NA,NA,NA,NA
-12.396,130.8491,COCONUT GROVE NT 0810,COCONUT GROVE,NT,0810,1,Larrakia,NA,NA,NA,NA
-12.3892,130.872,JINGILI NT 0810,JINGILI,NT,0810,1,Larrakia,NA,NA,NA,NA
-12.3363,130.888,LEE POINT NT 0810,LEE POINT,NT,0810,1,Larrakia,NA,NA,NA,NA
-12.3585,130.889,LYONS NT 0810,LYONS,NT,0810,1,Larrakia,NA,NA,NA,NA
-12.3916,130.8627,MILLNER NT 0810,MILLNER,NT,0810,1,Larrakia,NA,NA,NA,NA
-12.3894,130.8816,MOIL NT 0810,MOIL,NT,0810,1,Larrakia,NA,NA,NA,NA
-12.3583,130.8955,MUIRHEAD NT 0810,MUIRHEAD,NT,0810,1,Larrakia,NA,NA,NA,NA
-12.3706,130.8775,NAKARA NT 0810,NAKARA,NT,0810,1,Larrakia,NA,NA,NA,NA
-12.3902,130.8408,NIGHTCLIFF NT 0810,NIGHTCLIFF,NT,0810,1,Larrakia,NA,NA,NA,NA
-12.3718,130.8482,RAPID CREEK NT 0810,RAPID CREEK,NT,0810,1,Larrakia,NA,NA,NA,NA
-12.3574,130.8747,TIWI NT 0810,TIWI,NT,0810,1,Larrakia,NA,NA,NA,NA
-12.3811,130.8847,WAGAMAN NT 0810,WAGAMAN,NT,0810,1,Larrakia,NA,NA,NA,NA
-12.3715,130.8875,WANGURI NT 0810,WANGURI,NT,0810,1,Larrakia,NA,NA,NA,NA
-12.3902,130.8905,ANULA NT 0812,ANULA,NT,0812,1,Larrakia,NA,NA,NA,NA
-12.3481,130.9177,BUFFALO CREEK NT 0812,BUFFALO CREEK,NT,0812,1,Larrakia,NA,NA,NA,NA
-12.3876,130.9239,HOLMES NT 0812,HOLMES,NT,0812,1,Larrakia,NA,NA,NA,NA
-12.4003,130.9155,KARAMA NT 0812,KARAMA,NT,0812,1,Larrakia,NA,NA,NA,NA
-12.3677,130.9036,LEANYER NT 0812,LEANYER,NT,0812,1,Larrakia,NA,NA,NA,NA
-12.3927,130.9039,MALAK NT 0812,MALAK,NT,0812,1,Larrakia,NA,NA,NA,NA
-12.3989,130.8953,MARRARA NT 0812,MARRARA,NT,0812,1,Larrakia,NA,NA,NA,NA
-12.383,130.8951,WULAGI NT 0812,WULAGI,NT,0812,1,Larrakia,NA,NA,NA,NA
-12.4392,130.8569,BAYVIEW NT 0820,BAYVIEW,NT,0820,1,Larrakia,NA,NA,NA,NA
-12.438,130.8787,CHARLES DARWIN NT 0820,CHARLES DARWIN,NT,0820,1,Larrakia,NA,NA,NA,NA
-12.434,130.9072,COONAWARRA NT 0820,COONAWARRA,NT,0820,1,Larrakia,NA,NA,NA,NA
-12.4083,130.8255,EAST POINT NT 0820,EAST POINT,NT,0820,1,Larrakia,NA,NA,NA,NA
-12.4107,130.8822,EATON NT 0820,EATON,NT,0820,1,Larrakia,NA,NA,NA,NA
-12.4275,130.8366,FANNIE BAY NT 0820,FANNIE BAY,NT,0820,1,Larrakia,NA,NA,NA,NA
-12.4553,130.825,LARRAKEYAH NT 0820,LARRAKEYAH,NT,0820,1,Larrakia,NA,NA,NA,NA
-12.4117,130.8467,LUDMILLA NT 0820,LUDMILLA,NT,0820,1,Larrakia,NA,NA,NA,NA
-12.434,130.8442,PARAP NT 0820,PARAP,NT,0820,1,Larrakia,NA,NA,NA,NA
-12.4463,130.8481,STUART PARK NT 0820,STUART PARK,NT,0820,1,Larrakia,NA,NA,NA,NA
-12.4463,130.8316,THE GARDENS NT 0820,THE GARDENS,NT,0820,1,Larrakia,NA,NA,NA,NA
-12.4271,130.8595,THE NARROWS NT 0820,THE NARROWS,NT,0820,1,Larrakia,NA,NA,NA,NA
-12.4295,130.8834,WINNELLIE NT 0820,WINNELLIE,NT,0820,1,Larrakia,NA,NA,NA,NA
-12.4349,130.8505,WOOLNER NT 0820,WOOLNER,NT,0820,1,Larrakia,NA,NA,NA,NA
-12.7703,131.1419,ACACIA HILLS NT 0822,ACACIA HILLS,NT,0822,1,Larrakia,NA,NA,NA,NA
-13.9802,136.4613,ANGURUGU NT 0822,ANGURUGU,NT,0822,1,Warnindilyakwa,NA,NA,NA,NA
-13.9514,136.5593,ANINDILYAKWA NT 0822,ANINDILYAKWA,NT,0822,1,Warnindilyakwa,NA,NA,NA,NA
-11.7365444,130.4312584,BATHURST ISLAND NT 0822,BATHURST ISLAND,NT,0822,1,Tiwi,NA,NA,NA,NA
-12.5727,131.055,BEES CREEK NT 0822,BEES CREEK,NT,0822,1,Larrakia,NA,NA,NA,NA
-12.5381,130.6831,BELYUEN NT 0822,BELYUEN,NT,0822,1,Larrakia,NA,NA,NA,NA
-12.5213,131.2104,BLACK JUNGLE NT 0822,BLACK JUNGLE,NT,0822,2,Larrakia,Woolna,NA,NA,NA
-12.6955,130.9212,BLACKMORE NT 0822,BLACKMORE,NT,0822,1,Larrakia,NA,NA,NA,NA
-13.3898,131.8642,BURRUNDIE NT 0822,BURRUNDIE,NT,0822,1,Warray,NA,NA,NA,NA
-12.7912,130.6359,BYNOE NT 0822,BYNOE,NT,0822,1,Larrakia,NA,NA,NA,NA
-12.6362,130.5335,BYNOE HARBOUR NT 0822,BYNOE HARBOUR,NT,0822,1,Larrakia,NA,NA,NA,NA
-13.1857,130.9346,CAMP CREEK NT 0822,CAMP CREEK,NT,0822,1,Kungarakany,NA,NA,NA,NA
-12.5526,130.8601,CHANNEL ISLAND NT 0822,CHANNEL ISLAND,NT,0822,1,Larrakia,NA,NA,NA,NA
-12.451,130.876,CHARLES DARWIN NT 0822,CHARLES DARWIN,NT,0822,1,Larrakia,NA,NA,NA,NA
-12.8444,130.794,CHARLOTTE NT 0822,CHARLOTTE,NT,0822,1,Larrakia,NA,NA,NA,NA
-14.368,131.656,CLARAVALE NT 0822,CLARAVALE,NT,0822,1,Wagiman,NA,NA,NA,NA
-11.3341,132.1604,COBOURG NT 0822,COBOURG,NT,0822,1,Iwaidja,NA,NA,NA,NA
-12.9036,130.9266,COLLETT CREEK NT 0822,COLLETT CREEK,NT,0822,1,Larrakia,NA,NA,NA,NA
-12.5676,130.7174,COX PENINSULA NT 0822,COX PENINSULA,NT,0822,1,Larrakia,NA,NA,NA,NA
-12.7423,131.2476,DALY NT 0822,DALY,NT,0822,1,Woolna,NA,NA,NA,NA
-12.8959,131.0445,DARWIN RIVER DAM NT 0822,DARWIN RIVER DAM,NT,0822,1,Larrakia,NA,NA,NA,NA
-13.8592,131.5256,DOUGLAS-DALY NT 0822,DOUGLAS-DALY,NT,0822,1,Wagiman,NA,NA,NA,NA
-12.4774,130.9014,EAST ARM NT 0822,EAST ARM,NT,0822,1,Larrakia,NA,NA,NA,NA
-12.6347,135.7788,EAST ARNHEM NT 0822,EAST ARNHEM,NT,0822,1,Yolngu,NA,NA,NA,NA
-12.4891,130.9409,ELRUNDIE NT 0822,ELRUNDIE,NT,0822,1,Larrakia,NA,NA,NA,NA
-13.1315,131.0034,EVA VALLEY NT 0822,EVA VALLEY,NT,0822,1,Kungarakany,NA,NA,NA,NA
-13.0644,130.9517,FINNISS VALLEY NT 0822,FINNISS VALLEY,NT,0822,1,Kungarakany,NA,NA,NA,NA
-13.852,131.2967,FLEMING NT 0822,FLEMING,NT,0822,1,Wagiman,NA,NA,NA,NA
-12.7975,131.0688,FLY CREEK NT 0822,FLY CREEK,NT,0822,1,Larrakia,NA,NA,NA,NA
-12.541,131.0537,FREDS PASS NT 0822,FREDS PASS,NT,0822,1,Larrakia,NA,NA,NA,NA
-12.0061,135.5865,GALIWINKU NT 0822,GALIWINKU,NT,0822,1,Yolngu,NA,NA,NA,NA
-12.1818,131.0786,GLYDE POINT NT 0822,GLYDE POINT,NT,0822,1,Woolna,NA,NA,NA,NA
-11.4973068,133.4548484,GOULBURN ISLAND NT 0822,GOULBURN ISLAND,NT,0822,1,Maung,NA,NA,NA,NA
-12.1817,131.0173,GUNN POINT NT 0822,GUNN POINT,NT,0822,2,Larrakia,Woolna,NA,NA,NA
-12.4491,130.9081,HIDDEN VALLEY NT 0822,HIDDEN VALLEY,NT,0822,1,Larrakia,NA,NA,NA,NA
-12.3842,131.3928,HOTHAM NT 0822,HOTHAM,NT,0822,1,Woolna,NA,NA,NA,NA
-12.6867,131.1008,HUGHES NT 0822,HUGHES,NT,0822,1,Larrakia,NA,NA,NA,NA
-12.3709,131.2164,KOOLPINYAH NT 0822,KOOLPINYAH,NT,0822,1,Woolna,NA,NA,NA,NA
-12.5786,131.2273,LAMBELLS LAGOON NT 0822,LAMBELLS LAGOON,NT,0822,2,Larrakia,Woolna,NA,NA,NA
-13.2777,130.8767,LITCHFIELD PARK NT 0822,LITCHFIELD PARK,NT,0822,1,Kungarakany,NA,NA,NA,NA
-12.7457,131.0551,LIVINGSTONE NT 0822,LIVINGSTONE,NT,0822,1,Larrakia,NA,NA,NA,NA
-12.6777,131.1607,LLOYD CREEK NT 0822,LLOYD CREEK,NT,0822,1,Larrakia,NA,NA,NA,NA
-12.4423,130.7606,MANDORAH NT 0822,MANDORAH,NT,0822,1,Larrakia,NA,NA,NA,NA
-12.0522,134.2309,MANINGRIDA NT 0822,MANINGRIDA,NT,0822,1,Gunibidji,NA,NA,NA,NA
-12.2540029,135.4387974,MAPURU NT 0822,MAPURU,NT,0822,1,Yolngu,NA,NA,NA,NA
-13.7096,130.71,MARANUNGA NT 0822,MARANUNGA,NT,0822,1,Malak malak,NA,NA,NA,NA
-13.2341,131.3659,MARGARET RIVER NT 0822,MARGARET RIVER,NT,0822,1,Kungarakany,NA,NA,NA,NA
-12.7217,131.4466,MARRAKAI NT 0822,MARRAKAI,NT,0822,1,Woolna,NA,NA,NA,NA
-12.5391,131.0671,MCMINNS LAGOON NT 0822,MCMINNS LAGOON,NT,0822,1,Larrakia,NA,NA,NA,NA
-12.3651,130.9523,MICKET CREEK NT 0822,MICKET CREEK,NT,0822,1,Larrakia,NA,NA,NA,NA
-12.6043,131.3267,MIDDLE POINT NT 0822,MIDDLE POINT,NT,0822,1,Woolna,NA,NA,NA,NA
-11.417,130.6593,MILIKAPITI NT 0822,MILIKAPITI,NT,0822,1,Tiwi,NA,NA,NA,NA
-12.1001,134.9145,MILINGIMBI NT 0822,MILINGIMBI,NT,0822,1,Yolngu,NA,NA,NA,NA
-13.7783,136.2014,MILYAKBURRA NT 0822,MILYAKBURRA,NT,0822,1,Warnindilyakwa,NA,NA,NA,NA
-11.1449,132.5724,MINJILANG NT 0822,MINJILANG,NT,0822,1,Iwaidja,NA,NA,NA,NA
-13.0347,131.7503,MOUNT BUNDEY NT 0822,MOUNT BUNDEY,NT,0822,1,Warray,NA,NA,NA,NA
-12.2716,131.0427,MURRUMUJUK NT 0822,MURRUMUJUK,NT,0822,1,Larrakia,NA,NA,NA,NA
-13.7255,130.7213,NAUIYU NT 0822,NAUIYU,NT,0822,1,Malak malak,NA,NA,NA,NA
-14.0441,130.1411,NEMARLUK NT 0822,NEMARLUK,NT,0822,1,Marrithiyel,NA,NA,NA,NA
-14.3295,129.8767,NGANMARRIYANGA NT 0822,NGANMARRIYANGA,NT,0822,1,Ngan’gikurunggurr,NA,NA,NA,NA
-14.2722,135.7421,NUMBULWAR NT 0822,NUMBULWAR,NT,0822,1,Nunggubuyu,NA,NA,NA,NA
-13.8346,135.8755,NUMBURINDI NT 0822,NUMBURINDI,NT,0822,1,Nunggubuyu,NA,NA,NA,NA
-14.1478,130.0792,PEPPIMENARTI NT 0822,PEPPIMENARTI,NT,0822,1,Ngan’gikurunggurr,NA,NA,NA,NA
-11.3938,130.4241,PIRLANGIMPI NT 0822,PIRLANGIMPI,NT,0822,1,Tiwi,NA,NA,NA,NA
-12.524,131.872,POINT STUART NT 0822,POINT STUART,NT,0822,1,Limilngan,NA,NA,NA,NA
-11.405157,130.4173321,PULARUMPI NT 0822,PULARUMPI,NT,0822,1,Tiwi,NA,NA,NA,NA
-13.0219,130.4447,RAKULA NT 0822,RAKULA,NT,0822,1,Kungarakany,NA,NA,NA,NA
-12.3309,134.9369,RAMINGINING NT 0822,RAMINGINING,NT,0822,1,Yolngu,NA,NA,NA,NA
-13.368,131.1287,ROBIN FALLS NT 0822,ROBIN FALLS,NT,0822,1,Kungarakany,NA,NA,NA,NA
-12.7293,130.953,SOUTHPORT NT 0822,SOUTHPORT,NT,0822,1,Larrakia,NA,NA,NA,NA
-13.192,130.9991,STAPLETON NT 0822,STAPLETON,NT,0822,1,Kungarakany,NA,NA,NA,NA
-14.2392,129.6372,THAMARRURR NT 0822,THAMARRURR,NT,0822,1,Marringarr,NA,NA,NA,NA
-13.948,130.827,TIPPERARY NT 0822,TIPPERARY,NT,0822,1,Ngan’giwumirri,NA,NA,NA,NA
-12.4678,130.9493,TIVENDALE NT 0822,TIVENDALE,NT,0822,1,Larrakia,NA,NA,NA,NA
-11.5153,130.8225,TIWI ISLANDS NT 0822,TIWI ISLANDS,NT,0822,1,Tiwi,NA,NA,NA,NA
-13.0978,131.1717,TORTILLA FLATS NT 0822,TORTILLA FLATS,NT,0822,1,Kungarakany,NA,NA,NA,NA
-12.7551,130.9625,TUMBLING WATERS NT 0822,TUMBLING WATERS,NT,0822,1,Larrakia,NA,NA,NA,NA
-13.8613,136.8052,UMBAKUMBA NT 0822,UMBAKUMBA,NT,0822,1,Warnindilyakwa,NA,NA,NA,NA
-12.0664,131.0862,VERNON ISLANDS NT 0822,VERNON ISLANDS,NT,0822,2,Woolna,Tiwi,NA,NA,NA
-14.2478,129.5162,WADEYE NT 0822,WADEYE,NT,0822,1,Murrinh-patha,NA,NA,NA,NA
-12.436,130.7452,WAGAIT BEACH NT 0822,WAGAIT BEACH,NT,0822,1,Larrakia,NA,NA,NA,NA
-12.6663,131.2521,WAK WAK NT 0822,WAK WAK,NT,0822,1,Woolna,NA,NA,NA,NA
-11.6566,133.3798,WARRUWI NT 0822,WARRUWI,NT,0822,1,Maung,NA,NA,NA,NA
-12.6172,131.0025,WEDDELL NT 0822,WEDDELL,NT,0822,1,Larrakia,NA,NA,NA,NA
-12.0253,133.6921,WEST ARNHEM NT 0822,WEST ARNHEM,NT,0822,1,Gunwinggu,NA,NA,NA,NA
-12.5487,130.9238,WICKHAM NT 0822,WICKHAM,NT,0822,1,Larrakia,NA,NA,NA,NA
-12.4569,130.9347,WISHART NT 0822,WISHART,NT,0822,1,Larrakia,NA,NA,NA,NA
-11.7556,130.6245,WURRUMIYANGA NT 0822,WURRUMIYANGA,NT,0822,1,Tiwi,NA,NA,NA,NA
-12.4436,130.9301,BERRIMAH NT 0828,BERRIMAH,NT,0828,1,Larrakia,NA,NA,NA,NA
-12.4243,130.9457,KNUCKEY LAGOON NT 0828,KNUCKEY LAGOON,NT,0828,1,Larrakia,NA,NA,NA,NA
-12.4554,131.0081,HOLTZE NT 0829,HOLTZE,NT,0829,1,Larrakia,NA,NA,NA,NA
-12.4565,130.9569,PINELANDS NT 0829,PINELANDS,NT,0829,1,Larrakia,NA,NA,NA,NA
-12.5219,130.958,ARCHER NT 0830,ARCHER,NT,0830,1,Larrakia,NA,NA,NA,NA
-12.4835,130.9769,DRIVER NT 0830,DRIVER,NT,0830,1,Larrakia,NA,NA,NA,NA
-12.4725,130.9728,DURACK NT 0830,DURACK,NT,0830,1,Larrakia,NA,NA,NA,NA
-12.4798,130.9967,FARRAR NT 0830,FARRAR,NT,0830,1,Larrakia,NA,NA,NA,NA
-12.4904,130.9815,GRAY NT 0830,GRAY,NT,0830,1,Larrakia,NA,NA,NA,NA
-12.496,130.9572,MARLOW LAGOON NT 0830,MARLOW LAGOON,NT,0830,1,Larrakia,NA,NA,NA,NA
-12.506,130.9743,MOULDEN NT 0830,MOULDEN,NT,0830,1,Larrakia,NA,NA,NA,NA
-12.479,130.985,PALMERSTON NT 0830,PALMERSTON,NT,0830,1,Larrakia,NA,NA,NA,NA
-12.3658,131.0535,SHOAL BAY NT 0830,SHOAL BAY,NT,0830,1,Larrakia,NA,NA,NA,NA
-12.5032,130.9807,WOODROFFE NT 0830,WOODROFFE,NT,0830,1,Larrakia,NA,NA,NA,NA
-12.473,130.99,YARRAWONGA NT 0830,YARRAWONGA,NT,0830,1,Larrakia,NA,NA,NA,NA
-12.4966,130.9929,BAKEWELL NT 0832,BAKEWELL,NT,0832,1,Larrakia,NA,NA,NA,NA
-12.5154,130.983,BELLAMACK NT 0832,BELLAMACK,NT,0832,1,Larrakia,NA,NA,NA,NA
-12.4873,130.9944,GUNN NT 0832,GUNN,NT,0832,1,Larrakia,NA,NA,NA,NA
-12.4917,131.0062,JOHNSTON NT 0832,JOHNSTON,NT,0832,1,Larrakia,NA,NA,NA,NA
-12.5303,130.9974,MITCHELL NT 0832,MITCHELL,NT,0832,1,Larrakia,NA,NA,NA,NA
-12.5085,130.9912,ROSEBERY NT 0832,ROSEBERY,NT,0832,1,Larrakia,NA,NA,NA,NA
-12.5112,131.0036,ZUCCOLI NT 0832,ZUCCOLI,NT,0832,1,Larrakia,NA,NA,NA,NA
-12.5413,131.0191,VIRGINIA NT 0834,VIRGINIA,NT,0834,1,Larrakia,NA,NA,NA,NA
-12.4672,131.0621,HOWARD SPRINGS NT 0835,HOWARD SPRINGS,NT,0835,1,Larrakia,NA,NA,NA,NA
-12.5255,131.0962,GIRRAWEEN NT 0836,GIRRAWEEN,NT,0836,1,Larrakia,NA,NA,NA,NA
-12.5256,131.1595,HERBERT NT 0836,HERBERT,NT,0836,1,Larrakia,NA,NA,NA,NA
-12.5841,131.1258,HUMPTY DOO NT 0836,HUMPTY DOO,NT,0836,1,Larrakia,NA,NA,NA,NA
-12.8131,131.19,MANTON NT 0837,MANTON,NT,0837,2,Larrakia,Woolna,NA,NA,NA
-12.6427,131.0915,NOONAMAH NT 0837,NOONAMAH,NT,0837,1,Larrakia,NA,NA,NA,NA
-12.722,131.0047,BERRY SPRINGS NT 0838,BERRY SPRINGS,NT,0838,1,Larrakia,NA,NA,NA,NA
-12.5212,131.0418,COOLALINGA NT 0839,COOLALINGA,NT,0839,1,Larrakia,NA,NA,NA,NA
-12.7325,130.3579,DUNDEE BEACH NT 0840,DUNDEE BEACH,NT,0840,1,Larrakia,NA,NA,NA,NA
-12.7655,130.5113,DUNDEE DOWNS NT 0840,DUNDEE DOWNS,NT,0840,1,Larrakia,NA,NA,NA,NA
-12.7215,130.4488,DUNDEE FOREST NT 0840,DUNDEE FOREST,NT,0840,1,Larrakia,NA,NA,NA,NA
-12.816,130.964,DARWIN RIVER NT 0841,DARWIN RIVER,NT,0841,1,Larrakia,NA,NA,NA,NA
-13.087,131.0467,BATCHELOR NT 0845,BATCHELOR,NT,0845,1,Kungarakany,NA,NA,NA,NA
-13.1661,131.1674,ADELAIDE RIVER NT 0846,ADELAIDE RIVER,NT,0846,1,Kungarakany,NA,NA,NA,NA
-13.8235,131.8261,PINE CREEK NT 0847,PINE CREEK,NT,0847,2,Wagiman,Warray,NA,NA,NA
-14.462,132.1764,COSSACK NT 0850,COSSACK,NT,0850,1,Jawoyn,NA,NA,NA,NA
-14.4045,132.2563,EMUNGALAN NT 0850,EMUNGALAN,NT,0850,1,Jawoyn,NA,NA,NA,NA
-14.4496,132.27,KATHERINE NT 0850,KATHERINE,NT,0850,1,Jawoyn,NA,NA,NA,NA
-14.464,132.2849,KATHERINE EAST NT 0850,KATHERINE EAST,NT,0850,1,Jawoyn,NA,NA,NA,NA
-14.475,132.2621,KATHERINE SOUTH NT 0850,KATHERINE SOUTH,NT,0850,1,Jawoyn,NA,NA,NA,NA
-14.421,132.3842,LANSDOWNE NT 0850,LANSDOWNE,NT,0850,1,Jawoyn,NA,NA,NA,NA
-16.1407,134.3834,ARNOLD NT 0852,ARNOLD,NT,0852,1,Alawa,NA,NA,NA,NA
-15.9332,129.6902,BAINES NT 0852,BAINES,NT,0852,1,Ngarinman,NA,NA,NA,NA
-14.5287,132.8669,BARUNGA NT 0852,BARUNGA,NT,0852,1,Jawoyn,NA,NA,NA,NA
-14.5571,133.1168,BESWICK NT 0852,BESWICK,NT,0852,1,Jawoyn,NA,NA,NA,NA
-14.4891,133.0712,BESWICK CREEK NT 0852,BESWICK CREEK,NT,0852,1,Jawoyn,NA,NA,NA,NA
-14.5517,132.1838,BINJARI NT 0852,BINJARI,NT,0852,1,Jawoyn,NA,NA,NA,NA
-16.232,133.1512,BIRDUM NT 0852,BIRDUM,NT,0852,1,Yangman,NA,NA,NA,NA
-15.0753,130.4835,BRADSHAW NT 0852,BRADSHAW,NT,0852,1,Jaminjung,NA,NA,NA,NA
-17.7056,129.7154,BUCHANAN NT 0852,BUCHANAN,NT,0852,1,Gurindji,NA,NA,NA,NA
-17.6905,135.9124,CRESWELL NT 0852,CRESWELL,NT,0852,1,Gunindiri,NA,NA,NA,NA
-17.4199,130.805,DAGURAGU NT 0852,DAGURAGU,NT,0852,1,Gurindji,NA,NA,NA,NA
-16.2621,133.3788,DALY WATERS NT 0852,DALY WATERS,NT,0852,1,Yangman,NA,NA,NA,NA
-15.3295,131.6032,DELAMERE NT 0852,DELAMERE,NT,0852,1,Wardaman,NA,NA,NA,NA
-14.0622,131.9234,EDITH NT 0852,EDITH,NT,0852,1,Wagiman,NA,NA,NA,NA
-15.1311,133.3877,ELSEY NT 0852,ELSEY,NT,0852,1,Yangman,NA,NA,NA,NA
-14.5181,131.9114,FLORINA NT 0852,FLORINA,NT,0852,2,Wagiman,Jawoyn,NA,NA,NA
-14.393,134.1211,FLYING FOX NT 0852,FLYING FOX,NT,0852,1,Ngalakan,NA,NA,NA,NA
-16.2852,130.3543,GREGORY NT 0852,GREGORY,NT,0852,1,Ngarinman,NA,NA,NA,NA
-13.5632,133.5803,GULUNG MARDRULK NT 0852,GULUNG MARDRULK,NT,0852,1,Jawoyn,NA,NA,NA,NA
-18.156,131.1409,GURINDJI NT 0852,GURINDJI,NT,0852,1,Warlmanpa,NA,NA,NA,NA
-14.9617,133.2946,JILKMINGGAN NT 0852,JILKMINGGAN,NT,0852,1,Yangman,NA,NA,NA,NA
-17.4483,130.8333,KALKARINDJI NT 0852,KALKARINDJI,NT,0852,1,Gurindji,NA,NA,NA,NA
-18.4565,130.5077,LAJAMANU NT 0852,LAJAMANU,NT,0852,1,Warlpiri,NA,NA,NA,NA
-15.6072,133.2212,LARRIMAH NT 0852,LARRIMAH,NT,0852,1,Yangman,NA,NA,NA,NA
-15.2588,134.9248,LIMMEN NT 0852,LIMMEN,NT,0852,1,Alawa,NA,NA,NA,NA
-14.52671,132.787201,MARANBOY NT 0852,MARANBOY,NT,0852,1,Jawoyn,NA,NA,NA,NA
-16.1721,136.0681,MCARTHUR NT 0852,MCARTHUR,NT,0852,1,Binbinga,NA,NA,NA,NA
-15.2277,134.0832,MINIYERRI NT 0852,MINIYERRI,NT,0852,1,Alawa,NA,NA,NA,NA
-14.7329,134.7432,NGUKURR NT 0852,NGUKURR,NT,0852,1,Ngalakan,NA,NA,NA,NA
-14.1557,132.6256,NITMILUK NT 0852,NITMILUK,NT,0852,1,Jawoyn,NA,NA,NA,NA
-15.5601817,133.7908453,NUTWOOD DOWNS NT 0852,NUTWOOD DOWNS,NT,0852,1,Alawa,NA,NA,NA,NA
-15.679,136.8164,PELLEW ISLANDS NT 0852,PELLEW ISLANDS,NT,0852,1,Yanyuwa,NA,NA,NA,NA
-16.7951,131.2151,PIGEON HOLE NT 0852,PIGEON HOLE,NT,0852,1,Bilinara,NA,NA,NA,NA
-16.7594,136.9808,ROBINSON RIVER NT 0852,ROBINSON RIVER,NT,0852,1,Garawa,NA,NA,NA,NA
-15.625,132.6536,STURT PLATEAU NT 0852,STURT PLATEAU,NT,0852,1,Yangman,NA,NA,NA,NA
-18.4297,132.8084,TANAMI EAST NT 0852,TANAMI EAST,NT,0852,1,Warlmanpa,NA,NA,NA,NA
-15.654,130.4926,TIMBER CREEK NT 0852,TIMBER CREEK,NT,0852,1,Nungali,NA,NA,NA,NA
-16.5484,131.7996,TOP SPRINGS NT 0852,TOP SPRINGS,NT,0852,1,Mudburra,NA,NA,NA,NA
-14.4879,132.2971,URALLA NT 0852,URALLA,NT,0852,1,Jawoyn,NA,NA,NA,NA
-14.5481,132.559,VENN NT 0852,VENN,NT,0852,1,Jawoyn,NA,NA,NA,NA
-20.1379,133.8357,WARUMUNGU NT 0852,WARUMUNGU,NT,0852,1,Warumungu,NA,NA,NA,NA
-16.4403,130.8399,YARRALIN NT 0852,YARRALIN,NT,0852,1,Ngarinman,NA,NA,NA,NA
-14.5258,132.3802,TINDAL NT 0853,TINDAL,NT,0853,1,Jawoyn,NA,NA,NA,NA
-16.0711,136.3086,BORROLOOLA NT 0854,BORROLOOLA,NT,0854,1,Binbinga,NA,NA,NA,NA
-19.659,134.1917,TENNANT CREEK NT 0860,TENNANT CREEK,NT,0860,1,Warumungu,NA,NA,NA,NA
-16.8022,137.2982,CALVERT NT 0862,CALVERT,NT,0862,1,Garawa,NA,NA,NA,NA
-17.5524,133.5422,ELLIOTT NT 0862,ELLIOTT,NT,0862,1,Jingili,NA,NA,NA,NA
-17.366,133.3991,NEWCASTLE WATERS NT 0862,NEWCASTLE WATERS,NT,0862,2,Jingili,Mudburra,NA,NA,NA
-18.5038,137.2185,NICHOLSON NT 0862,NICHOLSON,NT,0862,2,Wambaya,Wakaya,NA,NA,NA
-17.6013,133.904,PAMAYU NT 0862,PAMAYU,NT,0862,1,Jingili,NA,NA,NA,NA
-19.0264,135.2059,TABLELANDS NT 0862,TABLELANDS,NT,0862,1,Warumungu,NA,NA,NA,NA
-23.6982,133.8801,ALICE SPRINGS NT 0870,ALICE SPRINGS,NT,0870,1,Arrernte,NA,NA,NA,NA
-23.697,133.852,ARALUEN NT 0870,ARALUEN,NT,0870,1,Arrernte,NA,NA,NA,NA
-23.6743,133.8634,BRAITLING NT 0870,BRAITLING,NT,0870,1,Arrernte,NA,NA,NA,NA
-23.6922,133.8697,CICCONE NT 0870,CICCONE,NT,0870,1,Arrernte,NA,NA,NA,NA
-23.7122,133.8882,DESERT SPRINGS NT 0870,DESERT SPRINGS,NT,0870,1,Arrernte,NA,NA,NA,NA
-23.6921,133.8961,EAST SIDE NT 0870,EAST SIDE,NT,0870,1,Arrernte,NA,NA,NA,NA
-23.7108,133.866,GILLEN NT 0870,GILLEN,NT,0870,1,Arrernte,NA,NA,NA,NA
-23.7025,133.9001,SADADEEN NT 0870,SADADEEN,NT,0870,1,Arrernte,NA,NA,NA,NA
-23.6763,133.8787,STUART NT 0870,STUART,NT,0870,1,Arrernte,NA,NA,NA,NA
-23.7152,133.8734,THE GAP NT 0870,THE GAP,NT,0870,1,Arrernte,NA,NA,NA,NA
-23.7503,133.7565,WHITE GUMS NT 0870,WHITE GUMS,NT,0870,1,Arrernte,NA,NA,NA,NA
-21.0241,134.3212,ALI CURUNG NT 0872,ALI CURUNG,NT,0872,1,Kaytej,NA,NA,NA,NA
-26.129,131.1741,AMATA SA 0872,AMATA,SA,0872,1,Yankuntjatjara,NA,NA,NA,NA
-21.6649,135.2424,AMPILATWATJA NT 0872,AMPILATWATJA,NT,0872,1,Alyawarre,NA,NA,NA,NA
